Response Identifier,StartDate,EndDate,Status,Progress,Duration__in_seconds_,Finished,RecordedDate,UserLanguage,Q_RecaptchaScore,Q_RelevantIDDuplicate,Q_RelevantIDDuplicateScore,Q_RelevantIDFraudScore,Q_RelevantIDLastStartDate,Consent,S1_live_work_1,S1_live_work_2,S1_live_work_3,S1_live_work_4,S1_live_work_5,S2_race_ethnicity_1,S2_race_ethnicity_2,S2_race_ethnicity_3,S2_race_ethnicity_4,S2_race_ethnicity_5,S2_race_ethnicity_6,S2_race_ethnicity_7,S2_race_ethnicity_7_TEXT,S3_18age,Q77,Q1_no_of_jobs,Q2_sector_precovid_1,Q2_sector_precovid_2,Q2_sector_precovid_3,Q2_sector_precovid_4,Q2_sector_precovid_5,Q2_sector_precovid_6,Q2_sector_precovid_7,Q2_sector_precovid_8,Q2_sector_precovid_9,Q2_sector_precovid_10,Q2_sector_precovid_9_TEXT,Q2_sector_precovid_10_TEXT,Q3_discrimination,Q4_laidoff,Q5_laidoff_prejudice,Q6_return_to_work_op,Q7_otherjobs,Q8_get_other_job,Q9_current_sector_1,Q9_current_sector_2,Q9_current_sector_3,Q9_current_sector_4,Q9_current_sector_5,Q9_current_sector_6,Q9_current_sector_7,Q9_current_sector_8,Q9_current_sector_9,Q9_current_sector_10,Q9_current_sector_9_TEXT,Q9_current_sector_10_TEXT,Q10_work_status,Q11_hours_change,Q12_conditions_chang,Q13_employer_offers_1,Q13_employer_offers_2,Q13_employer_offers_3,Q13_employer_offers_4,Q13_employer_offers_5,Q13_employer_offers_6,Q13_employer_offers_7,Q13_employer_offers_8,Q13_employer_offers_9,Q13_employer_offers_10,Q13_employer_offers_11,Q13_employer_offers_12,Q13_employer_offers_13,Q13_employer_offers_14,Q13_employer_offers_14_TEXT,Q14_work_location,Q15_remote_accom,Q16_onsite_safety,Q17_worker_laws_1,Q17_worker_laws_2,Q17_worker_laws_3,Q17_worker_laws_4,Q17_worker_laws_5,Q17_worker_laws_6,Q17_worker_laws_7,Q17_worker_laws_8,Q17_worker_laws_9,Q18_UI_applied,Q19_UI_applied_yes,Q20_UI_applied_no_1,Q20_UI_applied_no_2,Q20_UI_applied_no_3,Q20_UI_applied_no_4,Q21_looking_for_opps_1,Q21_looking_for_opps_2,Q21_looking_for_opps_3,Q21_looking_for_opps_4,Q21_looking_for_opps_5,Q21_looking_for_opps_4_TEXT,Q22_covid_testing,Q22_covid_testing_7_TEXT,Q23_poscovid_cowork,Q23_poscovid_cowork_1_TEXT,Q24_vaccine,Q25_no_vaccine_yet_1,Q25_no_vaccine_yet_2,Q25_no_vaccine_yet_3,Q25_no_vaccine_yet_4,Q25_no_vaccine_yet_5,Q26_respect,Q26_respect_2_TEXT,Q27_homerole_changes_1,Q27_homerole_changes_2,Q27_homerole_changes_3,Q27_homerole_changes_4,Q27_homerole_changes_5,Q27_homerole_changes_6,Q27_homerole_changes_7,Q27_homerole_changes_6_TEXT,Q28_housing_challeng,Q29_food_needs_met,Q30_financial_aid_1,Q30_financial_aid_2,Q30_financial_aid_3,Q30_financial_aid_4,Q30_financial_aid_5,Q30_financial_aid_6,Q30_financial_aid_5_TEXT,Q31_federal_stimulus,Q31_federal_stimulus_4_TEXT,Q32_stress_level_1,Q34_year_born,Q35_zipcode,Q36_gender_1,Q36_gender_2,Q36_gender_3,Q36_gender_4,Q36_gender_5,Q36_gender_6,Q36_gender_5_TEXT,Q37_kids_at_home,Q37_kids_at_home_1_TEXT,Q38_income,Validity,Five_min_flag,Ten_min_flag,Not_in_CA_Flag,Flag_Qualtrics_Bot,Flag_Qualtrics_Duplicate,Flag_Qualtrics_Fraud,Duplicate_IP,InDupGrp
37,5/10/21 18:50,5/10/21 20:29,0,100,5916,1,5/10/21 20:29,EN,0.7, , , ,10/14/1582 0:00:00,1, , ,1, , , , ,1, , , , , ,1,,2, , , , , , ,1, , , , , ,2,4, , , , , , , , , , ,1, , , , , ,1,2,2,1, ,1, , ,1, , , ,1,1, , , , ,2, ,1,1, ,1, ,1, ,1, , ,2, ,1,1, , , , ,1, , , ,2, ,2, ,1, , , , , ,1, ,1,1, , ,1, , , ,2,1,1, ,1, , , , , , ,3,1981,92530, ,1, , , , , ,1,1,5,1, , , , , , ,3,1
38,5/10/21 18:50,5/10/21 20:28,0,100,5895,1,5/10/21 20:28,EN,0.7, , , ,10/14/1582 0:00:00,1, , ,1, , , , ,1, , , , , ,1,,2, , , , , , ,1, , , , , ,2,4, , , , , , , , , , ,1, , , , , ,1,2,2,1,1,1, , ,1, ,1, ,1,1, , , , ,2, ,1,1,1,1, ,1, ,1, , ,2, , ,1,1, , ,1,1, , , ,4, ,2, ,1, , , , , ,1, ,1,1, ,1,1, , , ,2,3,1,1,1, , , , , , ,2,1984,92571,1, , , , , , ,1,1,5,1, , , , , , ,0,1
39,5/10/21 18:50,5/10/21 20:33,0,100,6156,1,5/10/21 20:33,EN,0.7, , , ,10/14/1582 0:00:00,1, , ,1, , , , ,1, , , , , ,1,,2, , , , , , ,1, , , , , ,2,4, , , , , , , , , , ,1, , , , , ,1,2,2,1, ,1, , ,1, , , ,1,1, , , , ,2, ,1,1, ,1, ,1, ,1, , ,2, ,1,1, , , , ,1, , , ,2, ,2, ,1, , , , , ,1, ,1,1, , ,1, , , ,2,1,1, ,1, , , , , , ,3,1989,92880, ,1, , , , , ,1,1,5,1, , , , , , ,0,1
40,5/10/21 18:50,5/10/21 20:35,0,100,6306,1,5/10/21 20:35,EN,0.7, , , ,10/14/1582 0:00:00,1, , ,1, , , , ,1, , , , , ,1,,2, , , , , , ,1, , , , , ,2,4, , , , , , , , , , ,1, , , , , ,1,2,2,1, ,1,1, ,1,1, , ,1,1, , , , ,2, ,1,1,1,1, ,1, ,1, , ,2, ,1, ,1, , ,1,1, , , ,3, ,2, ,1, , , , , ,1, ,1,1,1, ,1, , , ,2,3,1, ,1,1, , , , , ,4,1990,92201,1, , , , , , ,1,1,5,1, , , , , , ,3,1
41,5/10/21 18:50,5/10/21 20:28,0,100,5874,1,5/10/21 20:28,EN,0.7, , , ,10/14/1582 0:00:00,1, , ,1, , , , ,1, , , , , ,1,,2, , , , , , ,1, , , , , ,2,4, , , , , , , , , , ,1, , , , , ,1,2,2,1, ,1, , ,1, , , ,1,1, , , , ,2, ,1,1, ,1, ,1, ,1, , ,2, ,1,1, , , , ,1, , , ,2, ,2, ,1, , , , , ,1, ,1,1, , ,1, , , ,2,1,1, ,1, , , , , , ,3,1987,92563, ,1, , , , , ,1,1,5,1, , , , , , ,1,1
42,5/10/21 18:50,5/10/21 20:34,0,100,6235,1,5/10/21 20:34,EN,0.7, , , ,10/14/1582 0:00:00,1, , ,1, , , , ,1, , , , , ,1,,2, , , , , , ,1, , , , , ,2,4, , , , , , , , , , ,1, , , , , ,1,2,2,1,1,1, , ,1, ,1, ,1,1, , , , ,2, ,1,1, ,1,1,1, ,1, , ,2, ,1,1,1, , ,1,1, , , ,3, ,2, ,1, , , , , ,1, ,1,1,1, ,1, , , ,2,3,1, ,1,1, , , , , ,4,1986,92504,1, , , , , , ,1,1,5,1, , , , , , ,2,1
43,5/10/21 18:50,5/10/21 20:26,0,100,5789,1,5/10/21 20:26,EN,0.7, , , ,10/14/1582 0:00:00,1, , ,1, , , , ,1, , , , , ,1,,2, , , , , , ,1, , , , , ,2,4, , , , , , , , , , ,1, , , , , ,1,2,2,1, ,1, , ,1, , , ,1,1, , , , ,2, ,1,1, ,1, ,1, ,1, , ,2, ,1,1, , , , ,1, , , ,2, ,2, ,1, , , , , ,1, ,1,1, , ,1, , , ,2,1,1, ,1, , , , , , ,3,1995,92509, ,1, , , , , ,1,1,5,1, , , , , , ,3,1
44,5/10/21 18:50,5/10/21 20:31,0,100,6057,1,5/10/21 20:31,EN,0.7, , , ,10/14/1582 0:00:00,1, , ,1, , , , ,1, , , , , ,1,,2, , , , , , ,1, , , , , ,2,4, , , , , , , , , , ,1, , , , , ,1,2,2,1, ,1, , ,1, , , ,1,1, , , , ,2, ,1,1, ,1, ,1, ,1, , ,2, ,1,1, , , , ,1, , , ,2, ,2, ,1, , , , , ,1, ,1,1, , ,1, , , ,2,1,1, ,1, , , , , , ,3,1985,92570, ,1, , , , , ,1,1,5,1, , , , , , ,1,1
45,5/10/21 18:50,5/10/21 20:27,0,100,5818,1,5/10/21 20:27,EN,0.4, , , ,10/14/1582 0:00:00,1, , ,1, , , , ,1, , , , , ,1,,2, , , , , , ,1, , , , , ,2,4, , , , , , , , , , ,1, , , , , ,1,2,2,1, ,1, , ,1, , , ,1,1, , , , ,2, ,1,1, ,1, ,1, ,1, , ,2, ,1,1, , , , ,1, , , ,2, ,2, ,1, , , , , ,1, ,1,1, , ,1, , , ,2,3,1,1,1, , , , , , ,3,1991,92562, ,1, , , , , ,1,1,5,1, , , ,1, , ,3,1
46,5/10/21 18:50,5/10/21 20:33,0,100,6171,1,5/10/21 20:33,EN,0.7, , , ,10/14/1582 0:00:00,1, , ,1, , , , ,1, , , , , ,1,,2, , , , , , ,1, , , , , ,2,4, , , , , , , , , , ,1, , , , , ,1,2,2,1, ,1, , ,1, , , ,1,1, , , , ,2, ,1,1, ,1, ,1, ,1, , ,2, ,1,1, , , , ,1, , , ,2, ,2, ,1, , , , , ,1, ,1,1, , ,1, , , ,2,1,1, ,1, , , , , , ,3,1983,92234, ,1, , , , , ,1,1,5,1, , ,1, , , ,0,1
47,5/10/21 18:51,5/10/21 21:18,0,100,8805,1,5/10/21 21:18,EN,0.7, , , ,10/14/1582 0:00:00,1, ,1, , , , , ,1, , , , , ,1,,2, , , , , , ,1, , , , , ,2,4, , , , , , , , , , ,1, , , , , ,1,2,2,1, ,1, ,1, ,1, ,1, ,1, , , , ,2, ,1,1, ,1, ,1, , , ,1,1,1, , , , , , ,1, , , ,3, ,2, ,1, , , , , ,1, ,1, , ,1,1, , , ,2,1,1, ,1, , , , , , ,3,1981,92308,1, , , , , , ,1,1,5,1, , , , , , ,0,1
48,5/10/21 18:51,5/10/21 21:12,0,100,8412,1,5/10/21 21:12,EN,0.7, , , ,10/14/1582 0:00:00,1, ,1, , , , , ,1, , , , , ,1,,2, , , , , , ,1, , , , , ,2,4, , , , , , , , , , ,1, , , , , ,1,2,2,1, ,1, ,1, ,1, ,1, ,1, , , , ,2, ,1,1, ,1, ,1, , , ,1,1,1, , , , , , ,1, , , ,3, ,2, ,1, , , , , ,1, ,1, , ,1,1, , , ,2,1,1, ,1, , , , , , ,3,1985,91786,1, , , , , , ,1,1,5,1, , , , , , ,0,1
49,5/10/21 18:51,5/10/21 21:10,0,100,8299,1,5/10/21 21:10,EN,0.7, , , ,10/14/1582 0:00:00,1, ,1, , , , , ,1, , , , , ,1,,2, , , , , , ,1, , , , , ,2,4, , , , , , , , , , ,1, , , , , ,1,2,2,1, ,1, ,1, ,1, ,1, ,1, , , , ,2, ,1,1, ,1, ,1, , , ,1,1,1, , , , , , ,1, , , ,3, ,2, ,1, , , , , ,1, ,1, , ,1,1, , , ,2,1,1, ,1, , , , , , ,3,1995,91730,1, , , , , , ,1,1,5,1, , , , , , ,0,1
50,5/10/21 18:51,5/10/21 21:12,0,100,8441,1,5/10/21 21:12,EN,0.7, , , ,10/14/1582 0:00:00,1, ,1, , , , , ,1, , , , , ,1,,2, , ,1, , , , , , , , , ,2,4, , , , , ,1, , , , , , , , , , ,1,2,2,1,1,1, ,1, ,1, ,1, ,1, , , , ,2, ,1,1, ,1,1,1, , , ,1,1,2, , , , , , ,1, , , ,2, ,2, ,1, , , , , ,1, ,1,1, ,1,1, , , ,2,3,1, ,1,1, , , , , ,2,1994,92404, ,1, , , , , ,1,1,5,1, , , , , , ,0,1
51,5/10/21 18:51,5/10/21 21:13,0,100,8466,1,5/10/21 21:13,EN,0.7, , , ,10/14/1582 0:00:00,1, ,1, , , , , ,1, , , , , ,1,,2, , ,1, , , , , , , , , ,2,4, , , , , ,1, , , , , , , , , , ,1,2,2,1, ,1,1,1,1,1, ,1, ,1, , , , ,2, ,1,1, ,1, ,1,1,1, ,1,1,2, , , , , , ,1, , , ,2, ,2, ,1, , , , , ,1, ,1,1, ,1,1, , , ,2,3,1,1,1, , , , , , ,4,1984,92410, ,1, , , , , ,1,1,5,1, , , , , , ,0,1
52,5/10/21 18:51,5/10/21 21:15,0,100,8623,1,5/10/21 21:15,EN,0.7, , , ,10/14/1582 0:00:00,1, ,1, , , , , ,1, , , , , ,1,,2, , ,1, , , , , , , , , ,2,4, , , , , ,1, , , , , , , , , , ,1,2,2,1, ,1,1,1,1,1, ,1, ,1, , , , ,2, ,1,1,1,1, ,1, , , ,1,1,2, , , , , , ,1, , , ,2, ,2, ,1, , , , , ,1, ,1,1, ,1,1, , , ,2,3,1,1,1, , , , , , ,4,1992,92407, ,1, , , , , ,1,1,5,1, , , , , , ,0,1
53,5/10/21 18:51,5/10/21 21:12,0,100,8453,1,5/10/21 21:12,EN,0.7, , , ,10/14/1582 0:00:00,1, ,1, , , , , ,1, , , , , ,1,,2, , ,1, , , , , , , , , ,2,4, , , , , , ,1, , , , , , , , , ,1,2,2,1,1,1, ,1, ,1,1,1,1,1, , , , ,2, ,1,1, ,1,1,1,1, , ,1,1,2, , , , , , ,1, , , ,4, ,2, ,1, , , , , ,1, ,1, ,1,1,1, , , ,2,3,1, ,1,1, , , , , ,2,1990,91762, ,1, , , , , ,1,1,5,1, , , , , , ,3,1
54,5/10/21 18:51,5/10/21 21:12,0,100,8402,1,5/10/21 21:12,EN,0.7, , , ,10/14/1582 0:00:00,1, ,1, , , , , ,1, , , , , ,1,,2, , ,1, , , , , , , , , ,2,4, , , , , ,1, , , , , , , , , , ,1,2,2,1, ,1,1,1,1,1, ,1, ,1, , , , ,2, ,1,1, ,1, ,1,1,1, ,1,1,2, , , , , , ,1, , , ,2, ,2, ,1, , , , , ,1, ,1,1, ,1,1, , , ,2,3,1,1,1, , , , , , ,4,1988,92392, ,1, , , , , ,1,1,5,1, , , , , , ,2,1
55,5/10/21 18:51,5/10/21 21:11,0,100,8389,1,5/10/21 21:11,EN,0.4, , , ,10/14/1582 0:00:00,1, ,1, , , , , ,1, , , , , ,1,,2, , , , , , ,1, , , , , ,2,4, , , , , , , , , , ,1, , , , , ,1,2,2,1, ,1, ,1, ,1, ,1, ,1, , , , ,2, ,1,1, ,1, ,1, , , ,1,1,1, , , , , , ,1, , , ,3, ,2, ,1, , , , , ,1, ,1, , ,1,1, , , ,2,1,1, ,1, , , , , , ,3,1991,92324,1, , , , , , ,1,1,5,1, , , ,1, , ,0,1
56,5/10/21 18:51,5/10/21 21:12,0,100,8435,1,5/10/21 21:12,EN,0.7, , , ,10/14/1582 0:00:00,1, ,1, , , , , ,1, , , , , ,1,,2, , ,1, , , , , , , , , ,2,4, , , , , ,1, , , , , , , , , , ,1,2,2,1,1,1,1,1, ,1, ,1, ,1, , , , ,2, ,1,1,1,1,1,1, , , ,1,1,2, , , , , , ,1, , , ,4, ,2, ,1, , , , , ,1, ,1, ,1,1,1, , , ,2,3,1, ,1,1, , , , , ,2,1982,92374, ,1, , , , , ,1,1,5,1, , ,1, , , ,0,1
57,5/10/21 19:12,5/10/21 19:14,0,100,161,1,5/10/21 19:14,EN,0.8, ,0,25,10/14/1582 0:00:00,1,1, , , , , , ,1, , , , , ,1,,2,1, , , , , , , , , , , ,2,3, ,1, , ,1, , , , , , , , , , , ,1,2,2,1, , , , , , , , , , , , , , ,2, ,2,1, , , , , , , , ,2, ,1,1, , ,1, , , , , ,1, , , ,1, , , , , , , ,1, , , , , , , ,2,2, , ,1, , , , ,1, ,3,1990,90001, ,1, , , , , ,2, ,3,1,1,1,1, , , ,0,1
58,5/10/21 19:13,5/10/21 19:24,0,100,635,1,5/10/21 19:24,EN,0.8, ,0,30,10/14/1582 0:00:00,1, , , ,1, , , ,1, , , , , ,1,,2, , , , , ,1, , , , , , ,2,4, , , , , , , , , , ,1, , , , , ,1,3,2,1, , , , , , , , , , , , , , ,2, ,1, , , , , , , , , ,2, , , ,1, , , , ,1, , ,6, ,2, ,3, , , ,1, ,1, ,1, , , , , , , ,2,2, , , , , ,1, ,1, ,3,1991,91901,1, , , , , , ,1,1,4,1, , , , , ,1,2,1
59,5/10/21 19:16,5/10/21 19:31,0,100,933,1,5/10/21 19:31,EN,0.8, ,0,50,10/14/1582 0:00:00,1,1, , , , , , ,1, , , , , ,1,,2, , , ,1, , , , , , , , ,2,4, , , , , , , ,1, , , , , , , , ,1,4,2,1, , , , ,1,1,1,1,1,1, , , , ,2, ,1,1,1, , , ,1, , , ,2, , ,1, , , , , , ,1, ,2, ,2, ,1, , , , , ,1, , ,1, , , , , , ,2,1, , , , , ,1, ,2, ,3,1990,90650, ,1, , , , , ,1,2,4,1, , ,1, , ,1,0,1
60,5/10/21 19:16,5/10/21 19:31,0,100,928,1,5/10/21 19:31,EN,0.8, ,0,50,10/14/1582 0:00:00,1,1, , , , , , ,1, , , , , ,1,,2, , , ,1, , , , , , , , ,2,4, , , , , , , ,1, , , , , , , , ,1,4,2,1, , , , ,1,1,1,1,1,1, , , , ,2, ,1,1,1, , , ,1, , , ,2, , ,1, , , , , , ,1, ,2, ,2, ,1, , , , , ,1, , ,1, , , , , , ,2,1, , , , , ,1, ,2, ,3,1991,90011, ,1, , , , , ,1,2,4,1, , ,1, , ,1,0,1
61,5/10/21 19:16,5/10/21 19:31,0,100,924,1,5/10/21 19:31,EN,0.8, ,0,50,10/14/1582 0:00:00,1,1, , , , , , ,1, , , , , ,1,,2, , , ,1, , , , , , , , ,2,4, , , , , , , ,1, , , , , , , , ,1,4,2,1, , , , ,1,1,1,1,1,1, , , , ,2, ,1,1,1, , , ,1, , , ,2, , ,1, , , , , , ,1, ,2, ,2, ,1, , , , , ,1, , ,1, , , , , , ,2,1, , , , , ,1, ,2, ,3,1992,91331, ,1, , , , , ,1,2,4,1, , ,1, , ,1,0,1
62,5/10/21 19:16,5/10/21 19:31,0,100,912,1,5/10/21 19:31,EN,0.9, ,0,50,10/14/1582 0:00:00,1,1, , , , , , ,1, , , , , ,1,,2, , , ,1, , , , , , , , ,2,4, , , , , , , ,1, , , , , , , , ,1,4,2,1, , , , ,1,1,1,1,1,1, , , , ,2, ,1,1,1, , , ,1, , , ,2, , ,1, , , , , , ,1, ,2, ,2, ,1, , , , , ,1, , ,1, , , , , , ,2,1, , , , , ,1, ,2, ,3,1996,90250, ,1, , , , , ,1,2,4,1, , ,1, , ,1,0,1
63,5/10/21 19:16,5/10/21 19:31,0,100,903,1,5/10/21 19:31,EN,0.8, ,0,50,10/14/1582 0:00:00,1,1, , , , , , ,1, , , , , ,1,,2, , , ,1, , , , , , , , ,2,4, , , , , , , ,1, , , , , , , , ,1,4,2,1, , , , ,1,1,1,1,1,1, , , , ,2, ,1,1,1, , , ,1, , , ,2, , ,1, , , , , , ,1, ,2, ,2, ,1, , , , , ,1, , ,1, , , , , , ,2,1, , , , , ,1, ,2, ,3,1999,91744, ,1, , , , , ,1,2,4,1, , ,1, , ,1,0,1
64,5/10/21 19:16,5/10/21 19:31,0,100,902,1,5/10/21 19:31,EN,0.9, ,0,50,10/14/1582 0:00:00,1,1, , , , , , ,1, , , , , ,1,,2, , , ,1, , , , , , , , ,2,4, , , , , , , ,1, , , , , , , , ,1,4,2,1, , , , ,1,1,1,1,1,1, , , , ,2, ,1,1,1, , , ,1, , , ,2, , ,1, , , , , , ,1, ,2, ,2, ,1, , , , , ,1, , ,1, , , , , , ,2,1, , , , , ,1, ,2, ,3,1998,90044, ,1, , , , , ,1,2,4,1, , ,1, , ,1,0,1
65,5/10/21 19:16,5/10/21 19:31,0,100,891,1,5/10/21 19:31,EN,0.9, ,0,50,10/14/1582 0:00:00,1,1, , , , , , ,1, , , , , ,1,,2, , , ,1, , , , , , , , ,2,4, , , , , , , ,1, , , , , , , , ,1,4,2,1, , , , ,1,1,1,1,1,1, , , , ,2, ,1,1,1, , , ,1, , , ,2, , ,1, , , , , , ,1, ,2, ,2, ,1, , , , , ,1, , ,1, , , , , , ,2,1, , , , , ,1, ,2, ,3,1993,93550, ,1, , , , , ,1,2,4,1, , ,1, , ,1,0,1
66,5/10/21 19:17,5/10/21 19:31,0,100,886,1,5/10/21 19:31,EN,0.4, , , ,10/14/1582 0:00:00,1,1, , , , , , ,1, , , , , ,1,,2, , , ,1, , , , , , , , ,2,4, , , , , , , ,1, , , , , , , , ,1,4,2,1, , , , ,1,1,1,1,1,1, , , , ,2, ,1,1,1, , , ,1, , , ,2, , ,1, , , , , , ,1, ,2, ,2, ,1, , , , , ,1, , ,1, , , , , , ,2,1, , , , , ,1, ,2, ,3,1991,91706, ,1, , , , , ,1,2,4,1, , , ,1, , ,0,1
67,5/10/21 19:17,5/10/21 19:31,0,100,887,1,5/10/21 19:31,EN,0.8, ,0,50,10/14/1582 0:00:00,1,1, , , , , , ,1, , , , , ,1,,2, , , ,1, , , , , , , , ,2,4, , , , , , , ,1, , , , , , , , ,1,4,2, , , , , ,1,1,1,1,1, ,1, , , ,2, ,1,1,1, , , ,1, , , ,2, , ,1, , , , , , ,1, ,2, ,2, ,1, , , , , ,1, , ,1, , , , , , ,2,1, , , , , ,1, ,2, ,3,1995,93535, ,1, , , , , ,1,2,4,1, , ,1, , ,1,0,1
68,5/10/21 19:17,5/10/21 19:31,0,100,874,1,5/10/21 19:31,EN,0.4, , , ,10/14/1582 0:00:00,1,1, , , , , , ,1, , , , , ,1,,2, , , ,1, , , , , , , , ,2,4, , , , , , , ,1, , , , , , , , ,1,4,2,1, , , , ,1,1,1,1,1,1, , , , ,2, ,1,1,1, , , ,1, , , ,2, , ,1, , , , , , ,1, ,2, ,2, ,1, , , , , ,1, , ,1, , , , , , ,2,1, , , , , ,1, ,2, ,3,1996,91766, ,1, , , , , ,1,2,4,1, , ,1,1, , ,0,1
69,5/10/21 19:17,5/10/21 19:31,0,100,870,1,5/10/21 19:31,EN,0.8, ,0,50,10/14/1582 0:00:00,1,1, , , , , , ,1, , , , , ,1,,2, , , ,1, , , , , , , , ,2,4, , , , , , , ,1, , , , , , , , ,1,4,2,1, , , , ,1,1,1,1,1,1, , , , ,2, ,1,1,1, , , ,1, , , ,2, , ,1, , , , , , ,1, ,2, ,2, ,1, , , , , ,1, , ,1, , , , , , ,2,1, , , , , ,1, ,2, ,3,1990,90262, ,1, , , , , ,1,2,4,1, , , , , ,1,0,1
70,5/10/21 19:17,5/10/21 19:31,0,100,856,1,5/10/21 19:31,EN,0.4, , , ,10/14/1582 0:00:00,1,1, , , , , , ,1, , , , , ,1,,2, , , ,1, , , , , , , , ,2,4, , , , , , , ,1, , , , , , , , ,1,4,2, , , , , ,1,1,1,1,1, ,1, , , ,2, ,1,1,1, , , ,1, , , ,2, , ,1, , , , , , ,1, ,2, ,2, ,1, , , , , ,1, , ,1, , , , , , ,2,1, , , , , ,1, ,2, ,3,1998,91402, ,1, , , , , ,1,2,4,1, , ,1,1, , ,0,1
71,5/10/21 19:18,5/10/21 19:20,0,100,128,1,5/10/21 19:20,EN,0.5, ,0,0,10/14/1582 0:00:00,1, , ,1, , , , ,1, , , , , ,1,,2, , , , , , ,1, , , , , ,2,4, , , , , , , , , , ,1, , , , , ,1,3,2, , ,1, , , ,1, , , , , , , , ,2, ,1, , , , ,1,1, , , ,2, , , ,1, , , , , ,1, ,3, ,2, ,3, , , ,1, ,1, ,1, ,1, , , , , ,2,1, , , ,1, , , , , ,5,1986,92503,1, , , , , , ,1,1,5,1,1,1, , , , ,0,1
72,5/10/21 19:20,5/10/21 19:26,0,100,377,1,5/10/21 19:26,EN,0.9, ,0,50,10/14/1582 0:00:00,1,1, , , , , , ,1, , , , , ,1,,2, , ,1, , ,1, , , , , , ,2,2, ,1, , , , ,1,1, , ,1, , , , , ,1,2,2, ,1, ,1, , , ,1, , , , , , , ,2, ,1, ,1, , , , ,1, , ,1,1, , , , , ,1, , , , ,5, , , ,2, , , , , , , , , , ,1, , , , , ,2, ,1, , , , , ,2, ,4,1990,90250, ,1, , , , , ,2, ,5,1, ,1, , , ,1,1,1
73,5/10/21 19:20,5/10/21 19:26,0,100,376,1,5/10/21 19:26,EN,1, ,0,50,10/14/1582 0:00:00,1,1, , , , , , ,1, , , , , ,1,,2, , ,1, , ,1, , , , , , ,2,2, ,1, , , , ,1,1, , ,1, , , , , ,1,2,2, ,1, ,1, , , ,1, , , , , , , ,2, ,1, ,1, , , , ,1, , ,1,1, , , , , ,1, , , , ,5, , , ,2, , , , , , , , , , ,1, , , , , ,2, ,1, , , , , ,2, ,4,1990,90046, ,1, , , , , ,2, ,5,1, ,1, , , ,1,0,1
74,5/10/21 19:20,5/10/21 19:26,0,100,365,1,5/10/21 19:26,EN,0.8, ,0,50,10/14/1582 0:00:00,1,1, , , , , , ,1, , , , , ,1,,2, , ,1, , ,1, , , , , , ,2,2, ,1, , , , ,1,1, , ,1, , , , , ,1,2,2, ,1, ,1, , , ,1, , , , , , , ,2, ,1, ,1, , , , ,1, , ,1,1, , , , , ,1, , , , ,5, , , ,2, , , , , , , , , , ,1, , , , , ,2, ,1, , , , , ,2, ,4,1990,91020, ,1, , , , , ,2, ,5,1, ,1, , , ,1,1,1
75,5/10/21 19:20,5/10/21 19:26,0,100,359,1,5/10/21 19:26,EN,0.9, ,0,50,10/14/1582 0:00:00,1,1, , , , , , ,1, , , , , ,1,,2, , ,1, , ,1, , , , , , ,2,2, ,1, , , , ,1,1, , ,1, , , , , ,1,2,2, ,1, ,1, , , ,1, , , , , , , ,2, ,1, ,1, , , , ,1, , ,1,1, , , , , ,1, , , , ,5, , , ,2, , , , , , , , , , ,1, , , , , ,2, ,1, , , , , ,2, ,4,1990,93543, ,1, , , , , ,2, ,5,1, ,1,1, , ,1,1,1
76,5/10/21 19:21,5/10/21 19:27,0,100,379,1,5/10/21 19:27,EN,0.9, ,0,50,10/14/1582 0:00:00,1,1, , , , , , ,1, , , , , ,1,,2, , ,1, , ,1, , , , , , ,2,2, ,1, , , , ,1,1, , ,1, , , , , ,1,2,2, ,1, ,1, , , ,1, , , , , , , ,2, ,1, ,1, , , , ,1, , ,1,1, , , , , ,1, , , , ,5, , , ,2, , , , , , , , , , ,1, , , , , ,2, ,1, , , , , ,2, ,4,1990,90004, ,1, , , , , ,2, ,5,1, ,1, , , ,1,0,1
77,5/10/21 19:21,5/10/21 19:26,0,100,335,1,5/10/21 19:26,EN,0.1, , , ,10/14/1582 0:00:00,1,1, , , , , , ,1, , , , , ,1,,2, , ,1, , ,1, , , , , , ,2,2, ,1, , , , ,1,1, , ,1, , , , , ,1,2,2, ,1, ,1, , , ,1, , , , , , , ,2, ,1, ,1, , , , ,1, , ,1,1, , , , , ,1, , , , ,5, , , ,2, , , , , , , , , , ,1, , , , , ,2, ,1, , , , , ,2, ,4,1990,90034, ,1, , , , , ,2, ,5,1, ,1, ,1, , ,1,1
78,5/10/21 19:21,5/10/21 19:26,0,100,335,1,5/10/21 19:26,EN,0.1, , , ,10/14/1582 0:00:00,1,1, , , , , , ,1, , , , , ,1,,2, , ,1, , ,1, , , , , , ,2,2, ,1, , , , ,1,1, , ,1, , , , , ,1,2,2, ,1, ,1, , , ,1, , , , , , , ,2, ,1, ,1, , , , ,1, , ,1,1, , , , , ,1, , , , ,5, , , ,2, , , , , , , , , , ,1, , , , , ,2, ,1, , , , , ,2, ,4,1990,91345, ,1, , , , , ,2, ,5,1, ,1, ,1, , ,2,1
